numero,data,nome,cnpj_ou_cpf,licitacao,num_licitacao,modalidade_licitacao,órgão,unidade_orçamentaria,funcao_orcamentaria,subfuncao_orcamentaria,programa,acao,natureza_despesa,fonte_do_recurso,valor_empenhado,valor_liquidado,valor_pago,valor_anulado,valor_saldo
3637,2016-11-24,CAGEPA-CIA DE AGUA E ESGOTO DA PARAÍBA,09.123.654/0001-87,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2030 - Secretaria de Administração,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2030 - Ações administrativas da SAD,339039,0 - Recursos Ordinários,132.86,132.86,0.0,NA,132.86
3638,2016-11-24,CAGEPA-CIA DE AGUA E ESGOTO DA PARAÍBA,09.123.654/0001-87,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2030 - Secretaria de Administração,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2030 - Ações administrativas da SAD,339039,0 - Recursos Ordinários,66.43,66.43,0.0,NA,66.43
3639,2016-11-24,CAGEPA-CIA DE AGUA E ESGOTO DA PARAÍBA,09.123.654/0001-87,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2040 - Procuradoria Geral do Município,14 - Direitos da Cidadania,"422 - Direitos Individuais, Colet. e Difusos",2001 - Apoio Administrativo,2034 - Serviços de proteção ao consumidor,339039,0 - Recursos Ordinários,132.86,132.86,0.0,NA,132.86
3640,2016-11-24,CAGEPA-CIA DE AGUA E ESGOTO DA PARAÍBA,09.123.654/0001-87,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2040 - Procuradoria Geral do Município,14 - Direitos da Cidadania,"422 - Direitos Individuais, Colet. e Difusos",2001 - Apoio Administrativo,2034 - Serviços de proteção ao consumidor,339039,0 - Recursos Ordinários,132.86,132.86,0.0,NA,132.86
3641,2016-11-24,CAGEPA-CIA DE AGUA E ESGOTO DA PARAÍBA,09.123.654/0001-87,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2139 - Ações administrativas da SESUMA,339039,0 - Recursos Ordinários,155.16,155.16,0.0,NA,155.16
3642,2016-11-24,CAGEPA-CIA DE AGUA E ESGOTO DA PARAÍBA,09.123.654/0001-87,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2090 - Secretaria de Planejamento,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2097 - Ações administrativas da SEPLAN,339039,0 - Recursos Ordinários,422.76,422.76,0.0,NA,422.76
3643,2016-11-22,POSTO DE COMBUSTIVEIS SÃO MARCOS LTDA,01.106.085/0001-50,SIM,203062015,12-Pregão Presencial,2 - Prefeitura Municipal de Campina Grande,2030 - Secretaria de Administração,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2029 - Ações da central de abastecimento e serviços,339030,0 - Recursos Ordinários,10758.76,10758.76,10758.76,NA,0.0
3644,2016-11-22,POSTO DE COMBUSTIVEIS SÃO MARCOS LTDA,01.106.085/0001-50,SIM,203062015,12-Pregão Presencial,2 - Prefeitura Municipal de Campina Grande,2010 - Gabinete do Prefeito,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2018 - Ações administrativas do Gabinete do Prefeito,339030,0 - Recursos Ordinários,7162.72,7162.72,7162.72,NA,0.0
3645,2016-11-22,POSTO DE COMBUSTIVEIS SÃO MARCOS LTDA,01.106.085/0001-50,SIM,203062015,12-Pregão Presencial,2 - Prefeitura Municipal de Campina Grande,2060 - Secretaria de Educação,12 - Educação,361 - Ensino Fundamental,1015 - Infraestrutura da rede municipal de educação,2045 - Ações de melhoria na frota veicular das unidades,339030,0 - Recursos Ordinários,13560.22,13560.22,0.0,NA,13560.22
3646,2016-11-10,BANCO DO BRASIL S/A,00.000.000/0063-94,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2020 - Secretaria de Finanças,28 - Encargos Especiais,846 - Outros Encargos Especiais,1 - Operações Especiais,2 - Amortização e encargos da dívida pública,329021,0 - Recursos Ordinários,121337.71,121337.71,121337.71,NA,0.0
3647,2016-11-22,POSTO DE COMBUSTIVEIS SÃO MARCOS LTDA,01.106.085/0001-50,SIM,203062015,12-Pregão Presencial,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,15 - Urbanismo,452 - Serviços Urbanos,1029 - Infraestrutura Urbana - PROINFRA,2128 - Serviços gerais para manutenção de áreas públicas,339030,0 - Recursos Ordinários,42789.09,42789.09,42789.09,NA,0.0
3648,2016-11-22,POSTO DE COMBUSTIVEIS SÃO MARCOS LTDA,01.106.085/0001-50,SIM,203062015,12-Pregão Presencial,2 - Prefeitura Municipal de Campina Grande,2110 - Secretaria de Agricultura,20 - Agricultura,606 - Extensão Rural,1009 - Fortalecimento do setor primário,2107 - Ações de incentivo ao pequeno produtor rural,339030,0 - Recursos Ordinários,6570.89,6570.89,6570.89,NA,0.0
3649,2016-11-22,ECT - EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,34.028.316/0019-32,SIM,203012016,7-Inexigibilidade,2 - Prefeitura Municipal de Campina Grande,2030 - Secretaria de Administração,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2030 - Ações administrativas da SAD,339039,0 - Recursos Ordinários,459.64,459.64,459.64,NA,0.0
3650,2016-11-21,ENERGISA BORBOREMA-DISTRIBUIDORA DE ENERGIA S/A,08.826.596/0001-95,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2030 - Secretaria de Administração,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2030 - Ações administrativas da SAD,339039,0 - Recursos Ordinários,6719.3,6719.3,6719.3,NA,0.0
3651,2016-11-28,EMPREITEIRA TAVARENSE LTDA,03.255.805/0001-74,SIM,208022015,3-Concorrência,2 - Prefeitura Municipal de Campina Grande,2080 - Secretaria de Obras,15 - Urbanismo,451 - Infra-Estrutura Urbana,1029 - Infraestrutura Urbana - PROINFRA,2085 - Melhoramentos e manutenção da infraestrutura viária,449051,52 - Transferência de Convênios  Outros  Federal,57269.59,57269.59,0.0,NA,57269.59
3652,2016-11-28,EMPREITEIRA TAVARENSE LTDA,03.255.805/0001-74,SIM,208022015,3-Concorrência,2 - Prefeitura Municipal de Campina Grande,2080 - Secretaria de Obras,15 - Urbanismo,451 - Infra-Estrutura Urbana,1029 - Infraestrutura Urbana - PROINFRA,2085 - Melhoramentos e manutenção da infraestrutura viária,449051,0 - Recursos Ordinários,2386.23,2386.23,0.0,NA,2386.23
3653,2016-11-24,"Associação Motociclistica ""Motoclub Rota 230"" - Estradeiros da Borborema",07.563.234/0001-96,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2070 - Secretaria de Desenvolvimento Econômico,23 - Comércio e Serviços,695 - Turismo,1002 - Turismo em Campina Grande,"2082 - Promoção, divulgação e apoio a eventos turísticos",335041,0 - Recursos Ordinários,3e4,3e4,3e4,NA,0.0
3654,2016-11-18,LIGHT - Engenharia e Comércio Ltda.,24.222.762/0001-09,SIM,214012013,3-Concorrência,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339039,0 - Recursos Ordinários,886951.55,886951.55,886951.55,NA,0.0
3655,2016-11-18,LIGHT - Engenharia e Comércio Ltda.,24.222.762/0001-09,SIM,214012013,3-Concorrência,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339039,0 - Recursos Ordinários,148022.53,148022.53,148022.53,NA,0.0
3656,2016-11-18,LIGHT - Engenharia e Comércio Ltda.,24.222.762/0001-09,SIM,214022013,3-Concorrência,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339039,0 - Recursos Ordinários,32801.28,32801.28,32801.28,NA,0.0
3657,2016-10-04,Prefeitura Municipal de Campina Grande,08.993.917/0001-46,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2060 - Secretaria de Educação,12 - Educação,361 - Ensino Fundamental,1016 - Gestão de sistemas e gestão escolar,2048 - Recursos FUNDEB 60%,319011,18 - Transferência do FUNDEB (magistério),7649.93,7649.93,7649.93,NA,0.0
3658,2016-11-23,BANCO DO BRASIL S/A,00.000.000/0063-94,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2020 - Secretaria de Finanças,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2024 - Encargos gerais,339039,0 - Recursos Ordinários,8.6,8.6,8.6,NA,0.0
3659,2016-11-24,BANCO DO BRASIL S/A,00.000.000/0063-94,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2020 - Secretaria de Finanças,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2024 - Encargos gerais,339039,0 - Recursos Ordinários,17.2,17.2,17.2,NA,0.0
3660,2016-11-25,BANCO DO BRASIL S/A,00.000.000/0063-94,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2020 - Secretaria de Finanças,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2024 - Encargos gerais,339039,0 - Recursos Ordinários,86.0,86.0,86.0,NA,0.0
3661,2016-11-21,ENERGISA BORBOREMA-DISTRIBUIDORA DE ENERGIA S/A,08.826.596/0001-95,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,15 - Urbanismo,451 - Infra-Estrutura Urbana,1029 - Infraestrutura Urbana - PROINFRA,2131 - Manutenção e ampliação do sistema de iluminação pública,339039,0 - Recursos Ordinários,680705.79,680705.79,680705.79,NA,0.0
3662,2016-11-21,ENERGISA BORBOREMA-DISTRIBUIDORA DE ENERGIA S/A,08.826.596/0001-95,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,15 - Urbanismo,451 - Infra-Estrutura Urbana,1029 - Infraestrutura Urbana - PROINFRA,2131 - Manutenção e ampliação do sistema de iluminação pública,339039,0 - Recursos Ordinários,33351.49,33351.49,33351.49,NA,0.0
3663,2016-11-21,ENERGISA BORBOREMA-DISTRIBUIDORA DE ENERGIA S/A,08.826.596/0001-95,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,15 - Urbanismo,451 - Infra-Estrutura Urbana,1029 - Infraestrutura Urbana - PROINFRA,2131 - Manutenção e ampliação do sistema de iluminação pública,339039,0 - Recursos Ordinários,116183.9,116183.9,116183.9,NA,0.0
3664,2016-11-21,ENERGISA BORBOREMA-DISTRIBUIDORA DE ENERGIA S/A,08.826.596/0001-95,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,15 - Urbanismo,451 - Infra-Estrutura Urbana,1029 - Infraestrutura Urbana - PROINFRA,2131 - Manutenção e ampliação do sistema de iluminação pública,339039,0 - Recursos Ordinários,6340.52,6340.52,6340.52,NA,0.0
3665,2016-11-29,PATRÍCIA NATALI LUNA COUTINHO,***.555.674-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2060 - Secretaria de Educação,12 - Educação,361 - Ensino Fundamental,1016 - Gestão de sistemas e gestão escolar,2050 - Melhoria das condições oferta expansão das ações da rede municipal,339014,0 - Recursos Ordinários,474.6,474.6,474.6,NA,0.0
3666,2016-11-29,PASCOAL CARLOS DE ARAÚJO,***.833.994-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2060 - Secretaria de Educação,12 - Educação,361 - Ensino Fundamental,1016 - Gestão de sistemas e gestão escolar,2050 - Melhoria das condições oferta expansão das ações da rede municipal,339014,0 - Recursos Ordinários,372.9,372.9,372.9,NA,0.0
3667,2016-11-21,ENERGISA BORBOREMA-DISTRIBUIDORA DE ENERGIA S/A,08.826.596/0001-95,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,15 - Urbanismo,451 - Infra-Estrutura Urbana,1029 - Infraestrutura Urbana - PROINFRA,2131 - Manutenção e ampliação do sistema de iluminação pública,339039,0 - Recursos Ordinários,6111.45,6111.45,6111.45,NA,0.0
3668,2016-11-09,"W3 ENTRETENIMENTO, LOCAÇÕES E SERVIÇOS EIRELLI - ME",13.416.446/0001-43,SIM,201062015,12-Pregão Presencial,2 - Prefeitura Municipal de Campina Grande,2010 - Gabinete do Prefeito,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2018 - Ações administrativas do Gabinete do Prefeito,339039,0 - Recursos Ordinários,33360.0,33360.0,33360.0,NA,0.0
3669,2016-11-29,CAGEPA-CIA DE AGUA E ESGOTO DA PARAÍBA,09.123.654/0001-87,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2110 - Secretaria de Agricultura,20 - Agricultura,544 - Recursos Hídricos,1028 - Desenvolvimento da infraestrutura da zona rural,"2112 - Ações para poços, dessalinizadores e abastecimento de água",339039,0 - Recursos Ordinários,6576.0,0.0,0.0,NA,0.0
3670,2016-11-29,CAGEPA-CIA DE AGUA E ESGOTO DA PARAÍBA,09.123.654/0001-87,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2110 - Secretaria de Agricultura,20 - Agricultura,544 - Recursos Hídricos,1028 - Desenvolvimento da infraestrutura da zona rural,"2112 - Ações para poços, dessalinizadores e abastecimento de água",339039,0 - Recursos Ordinários,11179.2,11179.2,11179.2,NA,0.0
3671,2016-11-29,JANDUY MARCULINO LEITE JÚNIOR,***.194.114-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2060 - Secretaria de Educação,12 - Educação,361 - Ensino Fundamental,1016 - Gestão de sistemas e gestão escolar,2050 - Melhoria das condições oferta expansão das ações da rede municipal,339014,0 - Recursos Ordinários,372.9,372.9,372.9,NA,0.0
3672,2016-11-29,ADÉCIO GOMES SAMPAIO,***.274.634-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,15 - Urbanismo,452 - Serviços Urbanos,1029 - Infraestrutura Urbana - PROINFRA,2128 - Serviços gerais para manutenção de áreas públicas,339036,0 - Recursos Ordinários,924.0,924.0,924.0,NA,0.0
3673,2016-11-29,Regional Engenharia Ltda,03.349.082/0001-72,SIM,002102012,9-Dispensa por Outros Motivos,2 - Prefeitura Municipal de Campina Grande,2080 - Secretaria de Obras,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2091 - Ações administrativas da SECOB,339039,0 - Recursos Ordinários,13358.16,13358.16,0.0,NA,13358.16
3674,2016-11-29,Regional Engenharia Ltda,03.349.082/0001-72,SIM,002102012,9-Dispensa por Outros Motivos,2 - Prefeitura Municipal de Campina Grande,2080 - Secretaria de Obras,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2091 - Ações administrativas da SECOB,339039,0 - Recursos Ordinários,13358.16,13358.16,0.0,NA,13358.16
3675,2016-11-29,Regional Engenharia Ltda,03.349.082/0001-72,SIM,002102012,9-Dispensa por Outros Motivos,2 - Prefeitura Municipal de Campina Grande,2080 - Secretaria de Obras,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2091 - Ações administrativas da SECOB,339039,0 - Recursos Ordinários,13358.16,13358.16,0.0,NA,13358.16
3676,2016-11-29,Regional Engenharia Ltda,03.349.082/0001-72,SIM,002102012,9-Dispensa por Outros Motivos,2 - Prefeitura Municipal de Campina Grande,2080 - Secretaria de Obras,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2091 - Ações administrativas da SECOB,339039,0 - Recursos Ordinários,19133.36,19133.36,0.0,NA,19133.36
3677,2016-11-29,Regional Engenharia Ltda,03.349.082/0001-72,SIM,002102012,9-Dispensa por Outros Motivos,2 - Prefeitura Municipal de Campina Grande,2080 - Secretaria de Obras,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2091 - Ações administrativas da SECOB,339039,0 - Recursos Ordinários,13358.16,0.0,0.0,NA,13358.16
3678,2016-11-29,ANTONIO CARLOS RAMOS DA SILVA,***.103.214-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,15 - Urbanismo,452 - Serviços Urbanos,1029 - Infraestrutura Urbana - PROINFRA,2128 - Serviços gerais para manutenção de áreas públicas,339036,0 - Recursos Ordinários,924.0,924.0,924.0,NA,0.0
3679,2016-11-29,DAMIÃO CABRAL ALVES,***.582.074-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,15 - Urbanismo,452 - Serviços Urbanos,1029 - Infraestrutura Urbana - PROINFRA,2128 - Serviços gerais para manutenção de áreas públicas,339036,0 - Recursos Ordinários,924.0,924.0,924.0,NA,0.0
3680,2016-11-29,EDUARDO DE OLIVEIRA MATIAS,***.651.544-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,15 - Urbanismo,452 - Serviços Urbanos,1029 - Infraestrutura Urbana - PROINFRA,2128 - Serviços gerais para manutenção de áreas públicas,339036,0 - Recursos Ordinários,924.0,924.0,924.0,NA,0.0
3681,2016-11-29,IZABELLA APARECIDA PEREIRA SANTANA,***.024.484-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,15 - Urbanismo,452 - Serviços Urbanos,1029 - Infraestrutura Urbana - PROINFRA,2128 - Serviços gerais para manutenção de áreas públicas,339036,0 - Recursos Ordinários,924.0,924.0,924.0,NA,0.0
3682,2016-11-29,JOSÉ CARLOS FEITOSA DA SILVA,***.776.624-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,15 - Urbanismo,452 - Serviços Urbanos,1029 - Infraestrutura Urbana - PROINFRA,2128 - Serviços gerais para manutenção de áreas públicas,339036,0 - Recursos Ordinários,924.0,924.0,924.0,NA,0.0
3683,2016-11-29,JOSIAS GOMES EUGÊNIO,***.523.814-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,15 - Urbanismo,452 - Serviços Urbanos,1029 - Infraestrutura Urbana - PROINFRA,2128 - Serviços gerais para manutenção de áreas públicas,339036,0 - Recursos Ordinários,924.0,924.0,924.0,NA,0.0
3684,2016-11-29,JÚLIO CÉSAR BATISTA DE ARAÚJO,***.246.054-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,15 - Urbanismo,452 - Serviços Urbanos,1029 - Infraestrutura Urbana - PROINFRA,2128 - Serviços gerais para manutenção de áreas públicas,339036,0 - Recursos Ordinários,924.0,924.0,924.0,NA,0.0
3685,2016-11-29,ALEXSANDRO COSTA,***.357.427-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,15 - Urbanismo,452 - Serviços Urbanos,1029 - Infraestrutura Urbana - PROINFRA,2128 - Serviços gerais para manutenção de áreas públicas,339036,0 - Recursos Ordinários,924.0,924.0,924.0,NA,0.0
3686,2016-11-29,EDSON REGO DA SILVA,***.719.354-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,15 - Urbanismo,452 - Serviços Urbanos,1029 - Infraestrutura Urbana - PROINFRA,2128 - Serviços gerais para manutenção de áreas públicas,339036,0 - Recursos Ordinários,924.0,924.0,0.0,NA,924.0
3687,2016-11-29,JOSÉ PAULO FERREIRA ARAÚJO,***.571.974-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,15 - Urbanismo,452 - Serviços Urbanos,1029 - Infraestrutura Urbana - PROINFRA,2128 - Serviços gerais para manutenção de áreas públicas,339036,0 - Recursos Ordinários,924.0,924.0,924.0,NA,0.0
