"","NR_CONVENIO","ANO_CONVENIO","TX_SUBSITUACAO","NM_ORGAO_SUPERIOR","NM_MUNICIPIO_PROPONENTE","NM_PROGRAMA","DT_INICIO_VIGENCIA","DT_FIM_VIGENCIA","VL_GLOBAL","VL_REPASSE","TX_OBJETO_CONVENIO","IN_ADITIVO_SN","QT_ADITIVOS","cod7","funcao.imputada","TX_STATUS"
"1051",833764,2016,"Convênio","Ministério da Agricultura,pecuaria e Abastecimento","PARARI","Paraíba -emendas Parlamentares - Investimento","06/06/2016","31/12/2017",1e+05,97500,"Aquisição de Patrulha Mecanizada",0,NA,2510659,"Agricultura","Não iniciada"
"1052",805238,2014,"Convênio","Ministerio das Cidades","IMACULADA","2054 - Planejamento Urbano","31/12/2014","31/12/2016",250000,245850,"Implantação de Pavimentação em Vias Públicas Urbanas.",0,NA,2506707,"Urbanismo","Não iniciada"
"1053",809141,2014,"Convênio","Ministerio das Cidades","ALAGOA NOVA","2054 - Planejamento Urbano","31/12/2014","31/12/2016",596506,590600,"Pavimentação Asfáltica e Drenagem Pluvial em Ruas no Municipio de Alagoa Nova-pb",0,NA,2500403,"Urbanismo","Não iniciada"
"1054",809554,2014,"Convênio","Ministerio das Cidades","SAO JOSE DE PIRANHAS","2054 - Planejamento Urbano","31/12/2014","31/12/2016",3e+05,295300,"Implantação de Pavimentação em Vias Públicas Urbanas",0,NA,2514503,"Urbanismo","Não iniciada"
"1055",812728,2014,"Convênio","Ministerio das Cidades","SAO BENTINHO","2054 - Planejamento Urbano","31/12/2014","31/12/2016",402250,394200,"Pavimentação de Diversas Ruas.",0,NA,2513927,"Urbanismo","Não iniciada"
"1056",829424,2016,"Convênio","Ministerio das Cidades","CATURITE","Planejamento Urbano","30/06/2016","31/12/2018",295600,295300,"Pavimentação em Diversas Ruas",0,NA,2504355,"Urbanismo","Não iniciada"
"1057",827387,2016,"Convênio","Ministerio das Cidades","CONDADO","Planejamento Urbano","30/06/2016","31/12/2018",250000,245850,"Pavimentação em Diversas Ruas",0,NA,2504504,"Urbanismo","Não iniciada"
"1058",827388,2016,"Convênio","Ministerio das Cidades","MONTEIRO","Planejamento Urbano","30/06/2016","31/12/2018",493600,493100,"Pavimentação em Diversas Ruas",0,NA,2509701,"Urbanismo","Não iniciada"
"1059",828205,2016,"Convênio","Ministerio da Integracao Nacional","AGUIAR","2084 Recursos H?dricos - sih (emendas Individuais)","31/03/2016","31/03/2018",950000,946000,"Construção do Açude no Sitio Abobora no Município de Aguiar -pb.",0,NA,2500205,"Urbanismo","Não iniciada"
"1060",803762,2014,"Convênio","Ministerio das Cidades","SAO JOAO DO CARIRI","2054 - Planejamento Urbano","30/06/2014","31/12/2016",250000,245850,"Elaboração de Projeto e Pavimentação em Paralelepípedo de Diversas Ruas",0,NA,2514008,"Urbanismo","Não iniciada"
"1061",805580,2014,"Convênio","Ministerio das Cidades","SAO JOSE DOS RAMOS","2054 - Planejamento Urbano","31/12/2014","31/12/2016",301400,295300,"Implantação de Pavimentação.",0,NA,2514453,"Urbanismo","Não iniciada"
"1062",834462,2016,"Convênio","Ministerio das Cidades","ESPERANCA","Planejamento Urbano","31/03/2016","31/12/2017",290000,289069.3,"Pavimentação com Drenagem no Centro do Município de Esperança - pb",0,NA,2506004,"Urbanismo","Não iniciada"
"1063",831118,2016,"Convênio","Ministerio da Saude","LIVRAMENTO","2068 - Saneamento B?sico ( A??o - 7652 - Melhorias Sanit?rias Domiciliares - Msd)","12/08/2016","11/08/2018",250300,250000,"Construção de Cisternas",0,NA,2508505,"Saúde","Não iniciada"
"1064",807030,2014,"Convênio","Ministerio do Esporte","CARAUBAS","Esporte e Grandes Eventos Esportivos - Implantacao e Modernizacao de Infraestrutura Para Esporte Educacional, Recreativo e de Lazer - ( Contrato de Repasse )","31/12/2014","31/12/2016",250000,243750,"2ª Etapa do Campo de Futebol no Município de Caraúbas  - pb.",0,NA,2504074,"Desporto e Lazer","Não iniciada"
"1065",832077,2016,"Convênio","Ministerio do Turismo","BORBOREMA","Apoio a Projetos de Infraestrutura Turistica - Emenda Parlamentar - Contrato de Repasse","31/03/2016","31/12/2017",250000,243750,"Conclusão do Clube Municipal, Ilha da Fantasia, no Município de Borborema - pb.",0,NA,2502706,"Comércio e Serviços","Não iniciada"
"1066",830663,2016,"Convênio","Ministerio das Cidades","SANTA HELENA","Planejamento Urbano","15/03/2016","15/12/2016",246343.7,245850,"Implantação de Pavimentação em Paralelepípedo no Município de Santa Helena-pb.",0,NA,2513307,"Urbanismo","Não iniciada"
"1067",828868,2016,"Convênio","Ministerio das Cidades","POCO DE JOSE DE MOURA","Planejamento Urbano","08/03/2016","08/03/2018",250000,245850,"Implantação de Pavimentação em Vias Públicas Urbanas no Município de Poço de José de Moura ¿ pb.",0,NA,2512077,"Urbanismo","Não iniciada"
"1068",833318,2016,"Convênio","Ministério da Agricultura,pecuaria e Abastecimento","AREIA","Paraíba -emendas Parlamentares - Investimento","31/03/2016","31/12/2017",371000,370500,"Execução de Estrada Vicinal do Centro ao Distrito de Cepilho, no Município de Areia - pb",0,NA,2501104,"Agricultura","Não iniciada"
"1069",830670,2016,"Convênio","Ministerio das Cidades","AGUA BRANCA","Planejamento Urbano","31/03/2016","31/12/2017",250870,245850,"Pavimentação de Diversas Ruas, no Município de Água Branca ¿ pb.",0,NA,2500106,"Urbanismo","Não iniciada"
"1070",807045,2014,"Convênio","Ministerio do Esporte","PAULISTA","Esporte e Grandes Eventos Esportivos - Implantacao e Modernizacao de Infraestrutura Para Esporte Educacional, Recreativo e de Lazer - ( Contrato de Repasse )","31/12/2014","31/12/2016",393900,390000,"2ª Etapa do Campo de Futebol no Município de Paulista  - pb.",0,NA,2510907,"Desporto e Lazer","Não iniciada"
"1071",829465,2016,"Convênio","Ministerio das Cidades","SERRA DA RAIZ","Planejamento Urbano","31/03/2016","31/12/2018",416776.3,412649.8,"Implantação de Pavimentação em via Pública Urbana no Município de Serra da Raiz- pb.",0,NA,2515609,"Urbanismo","Não iniciada"
"1072",808091,2014,"Convênio","Ministerio do Turismo","BARAUNA","Apoio a Projetos de Infraestrutura Tur?stica - Contrato de Repasse - Emendas Parlamentares","31/12/2014","30/12/2016",250000,243750,"Apoio a Projetos de Infraestrutura Turística - 2ª Etapa da Urbanização da Lagoa na Sede do Município de Baraúna - pb",0,NA,2501534,"Comércio e Serviços","Não iniciada"
"1073",804376,2014,"Convênio","Ministerio das Cidades","SANTO ANDRE","2054 - Planejamento Urbano","30/06/2014","31/12/2016",250000,245850,"Elaboração de Projeto e Pavimentação de Diversas Ruas no Município de Santo André/pb.",0,NA,2513851,"Urbanismo","Não iniciada"
"1074",792088,2013,"Convênio","Ministerio do Desenvolvimento Agrario","AMPARO","Apoio ao Desenvolvimento Sustentável de Territórios Rurais - no Estado da Paraíba","31/12/2013","31/12/2015",209395,2e+05,"Aquisição de Caminhão e Minibus Para o Município de Amparo-pb",0,NA,2500734,"Organização Agrária","Não iniciada"
"1075",828213,2016,"Convênio","Ministerio da Integracao Nacional","IGARACY","2084 Recursos H?dricos - sih (emendas Individuais)","31/03/2016","31/03/2018",268270.5,263361,"Implantação de Sistema de Abastecimento de Água Simplificado Através de 08 Poços nas Comunidades Rurais das Seguintes Localidades: 1 na Localidade Caatinga Grande, 01 na Localidade Sítio Olho d¿ Água, 01 na Localidade Sítio Malhada do Canto, 02 na Localid",0,NA,2502607,"Urbanismo","Não iniciada"
"1076",828445,2016,"Convênio","Ministerio das Cidades","SAO JOSE DE PRINCESA","Planejamento Urbano","31/03/2016","31/12/2017",351790,344750,"Pavimentação de Diversas Ruas do Município de são José de Princesa ¿ pb.",0,NA,2514552,"Urbanismo","Não iniciada"
"1077",814628,2014,"Convênio","Ministerio das Cidades","SAO JOSE DO SABUGI","2054 - Planejamento Urbano","31/12/2014","31/12/2016",250000,245850,"Implantação de Pavimentação em Vias Públicas Urbanas.",0,NA,2514701,"Urbanismo","Não iniciada"
"1078",830569,2016,"Convênio","Ministerio das Cidades","MONTEIRO","Planejamento Urbano","30/06/2016","31/12/2018",246100,245850,"Pavimentação em Diversas Ruas",0,NA,2509701,"Urbanismo","Não iniciada"
"1079",831799,2016,"Convênio","Ministerio do Esporte","GUARABIRA","Esporte e Grandes Eventos Esportivos - Implantacao e Modernizacao de Infraestrutura Para Esporte Educacional, Recreativo e de Lazer - (contrato de Repasse)","31/03/2016","31/12/2017",250000,243750,"Construção de Quadra Esportiva Descoberta, no Município de Guarabira - pb",0,NA,2506301,"Desporto e Lazer","Não iniciada"
"1080",825367,2015,"Convênio","Ministerio da Integracao Nacional","BANANEIRAS","Sdr/mi - 2029 - Desenvolvimento Regional, Territorial Sustent?vel e Economia Solid?ria","20/12/2015","20/06/2017",300500,3e+05,"Revestimento em Paralelepípedo em Estradas Vicinais Para Escoamento da Produção nas Comunidades do Jatobá e Angelim, no Município de Bananeiras/pb, Objetivando Estruturar e Adensar os Arranjos Produtivos Locais.",0,NA,2501500,"Urbanismo","Não iniciada"
"1081",804371,2014,"Convênio","Ministerio das Cidades","NOVA FLORESTA","2054 - Planejamento Urbano","31/12/2014","30/12/2016",250000,245850,"Implantação de Pavimentação de Vias Públicas em Nova Floresta- pb",0,NA,2510105,"Urbanismo","Não iniciada"
"1082",804372,2014,"Convênio","Ministerio das Cidades","AROEIRAS","2054 - Planejamento Urbano","01/06/2014","31/12/2016",275800,275520,"Elaboração de Projeto Executivo e Pavimentação em Paralelepípedo no Município de Aroeiras/pb",0,NA,2501302,"Urbanismo","Não iniciada"
"1083",816613,2015,"Convênio","Ministerio das Cidades","DONA INES","Planejamento Urbano","31/05/2015","30/12/2017",494100,493100,"Pavimentação e Drenagem em Diversas Ruas no Município de Dona Inês - pb",0,NA,2505709,"Urbanismo","Não iniciada"
"1084",803549,2014,"Convênio","Ministerio das Cidades","MANAIRA","2054 - Planejamento Urbano","31/12/2014","31/12/2016",250000,245850,"Implantação de Pavimentação em Vias Públicas Urbanas.",0,NA,2509008,"Urbanismo","Não iniciada"
"1085",790886,2013,"Convênio","Ministerio do Desenvolvimento Agrario","SAO JOAO DO CARIRI","Apoio ao Desenvolvimento Sustentável de Territórios Rurais - no Estado da Paraíba","17/09/2013","31/12/2014",205000,2e+05,"Aquisição de Patrulha Mecanizada com Implementos Para o Município de são João do Cariri/pb.",0,NA,2514008,"Organização Agrária","Não iniciada"
"1086",827174,2016,"Convênio","Ministerio das Cidades","CARAUBAS","Planejamento Urbano","31/12/2016","31/12/2018",298253,295300,"Implantação de Pavimentação em via Pública Urbana no Município de Caraúbas- pb",0,NA,2504074,"Urbanismo","Não iniciada"
"1087",827175,2016,"Convênio","Ministerio das Cidades","LASTRO","Planejamento Urbano","31/12/2016","31/12/2018",298253,295300,"Reforma de Praça no Município de Lastro- pb.",0,NA,2508406,"Urbanismo","Não iniciada"
"1088",827488,2016,"Convênio","Ministério da Agricultura,pecuaria e Abastecimento","CACIMBA DE AREIA","Fomento ao Setor Agropecuario - Investimento","30/04/2016","31/12/2017",113125,112125,"Aquisição de Patrulha Mecanizada Para o Município de Cacimba de Areia-pb.",0,NA,2503407,"Agricultura","Não iniciada"
"1089",827904,2016,"Convênio","Ministerio do Desenv. Social e Combate a Fome","CAMPINA GRANDE","Estruturacao da Rede Servicos de Protecao Social Especial - Emendas Parlamentares","15/03/2016","15/03/2017",236000,235000,"Estruturacao da Rede de Servicos de Protecao Social Especial - Aquisição de Bens",0,NA,2504009,"Assistência Social","Não iniciada"
"1090",828688,2016,"Convênio","Ministerio das Cidades","EMAS","Planejamento Urbano","01/03/2016","01/03/2018",250000,245850,"Implantação de Pavimentação em Vias Públicas Urbanas no Município de Emas - pb",0,NA,2505907,"Urbanismo","Não iniciada"
"1091",808565,2014,"Convênio","Ministério da Agricultura,pecuaria e Abastecimento","ITABAIANA","Paraíba - Emendas Parlamentares - Investimento","30/06/2014","31/12/2015",293000,292500,"Aquisição de Patrulha Mecanizada",0,NA,2506905,"Agricultura","Não iniciada"
"1092",791622,2013,"Convênio","Ministerio do Desenvolvimento Agrario","SAO JOAO DO TIGRE","Apoio ao Desenvolvimento Sustentável de Territórios Rurais - no Estado da Paraíba","05/06/2013","05/06/2014",219000,2e+05,"Aquisição de Patrulha Mecanizada Para o Município de são João do Tigre-pb.",0,NA,2514107,"Organização Agrária","Não iniciada"
"1093",792038,2013,"Convênio","Ministerio do Desenvolvimento Agrario","SANTANA DOS GARROTES","Apoio ao Desenvolvimento Sustentável de Territórios Rurais - no Estado da Paraíba","30/06/2013","30/06/2014",2e+05,196000,"Aquisição de Máquinas e Equipamentos",0,NA,2513604,"Organização Agrária","Não iniciada"
"1094",828099,2016,"Convênio","Ministerio da Integracao Nacional","JUAZEIRINHO","2084 Recursos H?dricos - sih (emendas Individuais)","14/03/2016","14/03/2018",605000,6e+05,"Construção de Açude Público na Região do Antônio Ferreira e Fuzil Localizado na Zona Rural do Município de Juazeirinho/pb",0,NA,2507705,"Urbanismo","Não iniciada"
"1095",828078,2016,"Convênio","Ministerio da Integracao Nacional","LAGOA DE DENTRO","2084 Recursos H?dricos - sih (emendas Individuais)","31/03/2016","31/12/2017",300500,3e+05,"Perfuração e Instalação de Oito Poços Artesianos: 1 (um) no Sítio Jenipapo, 1 (um) no Sitio pé de Serra, 1 (um) no Sítio Piabas, 1 (um) no Sítio Feijões, 1 (um) no Sítio Canto de Pedra, 1 (um) no Sítio Massaranduba, 1 (um) no Sítio Jurema, 1 (um) no Sítio",0,NA,2508208,"Urbanismo","Não iniciada"
"1096",815174,2014,"Convênio","Ministério da Agricultura,pecuaria e Abastecimento","JOAO PESSOA","Edital de Chamamento Público nº 4/2014  Para a Seleção de Projetos Para Fortalecimento das Estratégias do Cooperativismo de Produção Agropecuário e do Associativismo Rural","06/07/2015","06/01/2017",100793.7,99793.7,"Projeto de Capacitação de Mulheres e Jovens que Trabalhem em Sistema de Cooperativa e Associação de Pesca e Aquicultura, no Município do Congo-paraíba.",0,NA,2507507,"Agricultura","Não iniciada"
"1097",830417,2016,"Convênio","Ministerio das Cidades","SANTO ANDRE","Planejamento Urbano","30/06/2016","30/12/2018",250000,245850,"Implantação de Pavimentação em Diversas Ruas no Município de Santo André/pb",0,NA,2513851,"Urbanismo","Não iniciada"
"1098",814768,2014,"Convênio","Ministerio da Saude","JOAO PESSOA","Atencao Especializada em Saude / Estruturacao de Unidade de Atencao Especializada em Saude - po 0000 / Acao 2015.8535 - Estruturacao de Unidades de Atencao Especializada em Saude / Convenio / Emenda Parlamentar","16/12/2014","16/08/2016",4e+05,4e+05,"Aquisição de Equipamento e Material Permanente Para Unidade de Atenção Especializada em Saúde",0,NA,2507507,"Saúde","Não iniciada"
"1099",827485,2016,"Convênio","Ministério da Agricultura,pecuaria e Abastecimento","SANTA RITA","Fomento ao Setor Agropecuario - Investimento","30/06/2016","31/12/2017",215100,214500,"Aquisição de Patrulha Mecanizada",0,NA,2513703,"Agricultura","Não iniciada"
"1100",804630,2014,"Convênio","Ministerio do Turismo","ZABELE","Apoio a Projetos de Infraestrutura Turistica -contrato de Repasse - mp 637","30/05/2014","31/12/2015",250000,243750,"Pavimentação em Paralelepípedos da rua Ezequiel vaz de Medeiros.",0,NA,2517407,"Comércio e Serviços","Não iniciada"
"1101",816745,2015,"Convênio","Ministério da Agricultura,pecuaria e Abastecimento","CUBATI","Fomento ao Setor Agropecu?rio - Investimento","30/06/2015","31/12/2016",167150,163800,"Aquisição de Patrulha Mecanizada.",0,NA,2505006,"Agricultura","Não iniciada"
"1102",805578,2014,"Convênio","Ministerio das Cidades","MATARACA","2054 - Planejamento Urbano","31/12/2014","31/12/2016",250000,245850,"Implantação de Pavimentação na Sede do Município.",0,NA,2509305,"Urbanismo","Não iniciada"
"1103",806726,2014,"Convênio","Ministerio do Esporte","QUIXABA","Esporte e Grandes Eventos Esportivos - Implantacao e Modernizacao de Infraestrutura Para Esporte Educacional, Recreativo e de Lazer - ( Contrato de Repasse )","31/12/2014","31/12/2016",4e+05,390000,"Construção de Quadra de Esporte.",0,NA,2512606,"Desporto e Lazer","Não iniciada"
"1104",803371,2014,"Convênio","Ministerio das Cidades","OLHO D'AGUA","2054 - Planejamento Urbano","31/12/2014","31/12/2016",250000,245850,"Implantação de Pavimentação em Vias Públicas Urbanas.",0,NA,2510402,"Urbanismo","Não iniciada"
"1105",830692,2016,"Convênio","Ministerio das Cidades","GUARABIRA","Planejamento Urbano","31/03/2016","31/12/2017",501500,5e+05,"Construção de uma Praça com Quadra Poliesportiva Descoberta no Bairro Alto da boa Vista, no Município de Guarabira - pb",0,NA,2506301,"Urbanismo","Não iniciada"
"1106",828416,2016,"Convênio","Ministerio das Cidades","PASSAGEM","Planejamento Urbano","01/03/2016","01/03/2018",250000,245850,"Implantação de Pavimentação em Vias Públicas Urbanas no Município de Passagem¿ pb",0,NA,2510709,"Urbanismo","Não iniciada"
"1107",828745,2016,"Convênio","Ministerio das Cidades","NOVA FLORESTA","Planejamento Urbano","31/07/2016","31/07/2018",249540,245850,"Pavimentação de Vias em Nova Floresta- pb",0,NA,2510105,"Urbanismo","Não iniciada"
"1108",828858,2016,"Convênio","Ministerio das Cidades","NOVA PALMEIRA","Planejamento Urbano","30/06/2016","31/12/2018",250000,245850,"Pavimentação em Diversas Ruas",0,NA,2510303,"Urbanismo","Não iniciada"
"1109",828867,2016,"Convênio","Ministerio das Cidades","CURRAL VELHO","Planejamento Urbano","31/03/2016","31/12/2017",250000,245850,"Pavimentação e Drenagem de Diversas Vias Urbanas no Município de Curral Velho - pb",0,NA,2505303,"Urbanismo","Não iniciada"
"1110",824742,2015,"Convênio","Ministerio das Cidades","SANTA HELENA","Planejamento Urbano","26/11/2015","26/11/2016",246341.7,245850,"Implantação de Pavimentação em Paralelepípedo em Vias Públicas Urbanas no Município de Santa Helena ¿ pb.",0,NA,2513307,"Urbanismo","Não iniciada"
